mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,param_model__n_estimators,param_reduce_dim,param_reduce_dim__n_components,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
45.75815383593241,3.2938737252328982,0.7564160029093424,0.1003880726907557,10,2,2,300,PCA(),5,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 300, 'reduce_dim': PCA(), 'reduce_dim__n_components': 5}",0.8176203400335571,0.8222336086376443,0.8294289377242129,0.823094295465138,0.004859103567271527,227
61.70808744430542,1.7654654792260047,0.7212619781494141,0.0864252511804748,10,2,2,300,PCA(),10,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 300, 'reduce_dim': PCA(), 'reduce_dim__n_components': 10}",0.88178723746579,0.8827382494148905,0.8890962885537311,0.8845405918114705,0.003244676207514461,33
61.90410621960958,0.8328960518404863,0.7101477781931559,0.08430407181448946,10,2,2,300,PCA(),mle,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 300, 'reduce_dim': PCA(), 'reduce_dim__n_components': 'mle'}",0.8823384719031039,0.8827737091934922,0.8893836087270166,0.8848319299412042,0.0032234239251296127,13
0.3906091849009196,0.0019977342269763975,0.0,0.0,10,2,2,300,LatentDirichletAllocation(),5,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 300, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 5}",,,,,,244
0.2690161069234212,0.011265357391193317,0.0,0.0,10,2,2,300,LatentDirichletAllocation(),10,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 300, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 10}",,,,,,244
0.3065120379130046,0.058927395625135943,0.0,0.0,10,2,2,300,LatentDirichletAllocation(),mle,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 300, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 'mle'}",,,,,,244
15.796109914779663,1.460361382582628,0.27215345700581867,0.028532045309375784,10,2,5,100,PCA(),5,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'reduce_dim': PCA(), 'reduce_dim__n_components': 5}",0.8167207148963729,0.8213351069969803,0.8293727874273149,0.8224762031068894,0.005227830020259626,243
21.687440713246662,2.0033724625787284,0.2534652551015218,0.02492887250619868,10,2,5,100,PCA(),10,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'reduce_dim': PCA(), 'reduce_dim__n_components': 10}",0.8815137542715151,0.8822967694454902,0.8891210050828561,0.8843105095999538,0.0034165214555096075,48
22.72915991147359,1.9577107775029718,0.25890310605367023,0.03533093837358991,10,2,5,100,PCA(),mle,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'reduce_dim': PCA(), 'reduce_dim__n_components': 'mle'}",0.8820687770276742,0.8828406021144068,0.8893301524435918,0.8847465105285576,0.003256404806436213,20
0.34851233164469403,0.062319740053643165,0.0,0.0,10,2,5,100,LatentDirichletAllocation(),5,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 5}",,,,,,244
0.30604179700215656,0.0544237905591378,0.0,0.0,10,2,5,100,LatentDirichletAllocation(),10,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 10}",,,,,,244
0.31212981541951496,0.05153830587831012,0.0,0.0,10,2,5,100,LatentDirichletAllocation(),mle,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 'mle'}",,,,,,244
